Player,TEAM,AGE,GP,W,L,MIN,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,PTS,PLUSMINUS
Samuel Dalembert,NYK,34,32,5,27,17,1.8,4.1,43.8,0,0,0,0.4,0.6,70,1.7,3.6,5.3,0.9,1.2,0.4,1.3,2.2,1,0,4,-5.4
Sean Kilpatrick,MIN,25,4,2,2,17.9,1.8,5,35,1,3.3,30.8,1,1,100,0.3,1.3,1.5,1,0.5,0.8,0,0.8,0,0,5.5,4.3
Sebastian Telfair,OKC,30,16,4,12,20.4,2.9,7.8,36.8,1.1,3.8,30,1.5,2.1,70.6,0.1,1.8,1.9,2.8,1.1,0.6,0,1.8,0,0,8.4,-3.9
Serge Ibaka,OKC,25,64,35,29,33.1,5.8,12.3,47.6,1.2,3.2,37.6,1.4,1.7,83.6,2.1,5.7,7.8,0.9,1.5,0.5,2.4,3,17,0,14.3,2.5
Sergey Karasev,BKN,21,33,12,21,16.8,1.6,4.1,40.3,0.5,1.6,29.6,0.9,1.2,76.3,0.7,1.3,2,1.4,0.7,0.7,0,1.4,0,0,4.6,0.5
Seth Curry,PHX,24,2,2,0,3.9,0,1.5,0,0,0.5,0,0,0,0,0,1,1,0.5,0,0,0,1,0,0,0,-2
Shabazz Muhammad,MIN,22,38,6,32,22.8,5.1,10.4,48.9,0.5,1.3,39.2,2.7,3.8,71.7,1.7,2.4,4.1,1.2,0.9,0.5,0.2,1.3,1,0,13.5,-4.2
Shabazz Napier,MIA,23,51,24,27,19.8,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,1.6,0.8,0.1,1.5,0,0,5.1,-0.7
Shane Larkin,NYK,22,76,16,60,24.5,2.5,5.7,43.3,0.5,1.5,30.2,0.8,1,78.2,0.4,1.9,2.3,3,1.1,1.2,0.1,2,1,0,6.2,-5.3
Shannon Brown,MIA,29,5,3,2,17.8,1.4,3.8,36.8,0.6,1.4,42.9,0.6,0.8,75,0,0.2,0.2,0.6,0.8,0.8,0,1.6,0,0,4,-3.2
Shaun Livingston,GSW,29,78,64,14,18.8,2.5,5.1,50,0,0,0,0.8,1.2,71.4,0.6,1.8,2.3,3.3,1.3,0.6,0.3,1.4,1,0,5.9,0.7
Shavlik Randolph,BOS,31,21,11,10,6,0.4,1.7,25.7,0,0.2,0,0.3,0.6,50,0.8,1,1.8,0.2,0.1,0.2,0.1,0.8,0,0,1.1,-1.1
Shawn Marion,CLE,37,57,36,21,19.3,2.1,4.7,44.6,0.2,0.8,26.1,0.5,0.6,76.5,1.1,2.4,3.5,0.9,0.6,0.5,0.5,1,0,0,4.8,0.9
Shawne Williams,DET,29,63,26,37,17.2,1.9,4.8,40.3,1,2.8,36,0.6,0.6,87.5,0.6,2.1,2.6,0.7,0.5,0.4,0.3,2.1,1,0,5.4,-1.6
Shayne Whittington,IND,24,20,9,11,5.4,1,2.1,45.2,0.1,0.3,16.7,0.9,1.2,78.3,0.5,1,1.5,0.3,0.3,0.3,0.1,0.9,0,0,2.9,0.8
Shelvin Mack,ATL,25,55,37,18,15.1,2.1,5.3,40.1,0.7,2.3,31.5,0.5,0.6,80.6,0.1,1.3,1.4,2.8,0.9,0.5,0,0.6,1,0,5.4,0.8
Sim Bhullar,SAC,22,3,1,2,0.9,0.3,0.7,50,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0.3,0,0,0,0.7,0.3
Solomon Hill,IND,24,82,38,44,29,3.1,7.7,39.6,0.8,2.5,32.7,1.9,2.4,82.4,0.9,3,3.8,2.2,1.4,0.8,0.2,2.2,1,0,8.9,-2.2
Spencer Dinwiddie,DET,22,34,12,22,13.4,1.5,5,30.2,0.4,1.9,18.5,0.9,1,91.2,0.1,1.3,1.4,3.1,1,0.6,0.2,1.6,1,0,4.3,-2.1
Spencer Hawes,LAC,27,73,52,21,17.5,2.2,5.7,39.3,0.8,2.4,31.3,0.6,0.9,64.7,0.4,3.1,3.5,1.2,0.8,0.3,0.7,2.4,0,0,5.8,-1.2
Stephen Curry,GSW,27,80,67,13,32.7,8.2,16.8,48.7,3.6,8.1,44.3,3.9,4.2,91.4,0.7,3.6,4.3,7.7,3.1,2,0.2,2,23,0,23.8,11.5
Steve Blake,POR,35,81,51,30,18.9,1.5,4,37.3,1,2.7,35.2,0.4,0.5,70.7,0.2,1.5,1.7,3.6,1.3,0.5,0.1,1.5,0,0,4.3,1.4
Steve Novak,OKC,32,35,12,23,5.6,0.6,1.6,39.3,0.5,1.4,39.6,0,0.1,0,0.1,0.6,0.6,0.3,0.1,0,0.1,0.7,0,0,1.8,-1.5
Steven Adams,OKC,21,70,37,33,25.3,3.1,5.7,54.4,0,0,0,1.5,2.9,50.2,2.8,4.6,7.5,0.9,1.4,0.5,1.2,3.2,10,0,7.7,0.6
TJ Warren,PHX,21,40,17,23,15.4,2.8,5.4,52.8,0.1,0.5,23.8,0.4,0.5,73.7,1,1.1,2.1,0.6,0.7,0.5,0.2,1.3,0,0,6.1,-2.4
Taj Gibson,CHI,30,62,38,24,27.3,4.1,8.2,50.2,0,0,0,2.1,3,71.7,2.6,3.8,6.4,1.1,1.2,0.6,1.2,2.6,8,0,10.3,0.7
Tarik Black,LAL,23,63,25,38,19,2.5,4.3,57.5,0,0,0,1,1.9,55.1,2.3,3.6,5.8,0.7,0.8,0.3,0.4,2.5,5,0,6,-1.2
Tayshaun Prince,DET,35,58,27,31,24.1,3.1,6.9,44,0.5,1.2,46.3,0.8,1.1,75.4,0.9,2.7,3.6,1.6,0.6,0.5,0.3,0.9,0,0,7.5,-2.2
Terrence Jones,HOU,23,33,24,9,27,4.8,9.1,52.8,0.4,1.1,35.1,1.7,2.8,60.6,2.4,4.3,6.7,1.1,1.1,0.5,1.8,2.4,8,0,11.7,2.4
Terrence Ross,TOR,24,82,49,33,25.5,3.8,9.2,41,1.8,4.8,37.2,0.5,0.7,78.6,0.4,2.4,2.8,1,0.8,0.6,0.3,1.7,0,0,9.8,0.5
Thabo Sefolosha,ATL,31,52,43,9,18.8,2,4.8,41.8,0.5,1.5,32.1,0.9,1.1,77.6,1,3.3,4.3,1.4,0.7,1,0.4,1.3,1,0,5.3,3.3
Thaddeus Young,BKN,27,76,25,51,32,5.9,12.7,46.6,0.5,1.5,33,1.7,2.6,65.5,1.7,3.7,5.4,2.3,1.5,1.6,0.3,2.3,3,0,14.1,-2.8
Thomas Robinson,PHI,24,54,26,28,14.8,2.3,4.8,48.5,0,0,0,1,2,52.8,1.8,3.9,5.6,0.6,1.1,0.6,0.4,1.9,4,0,5.7,0.2
Tiago Splitter,SAS,30,52,34,18,19.8,3.3,5.8,55.8,0,0,0,1.7,2.3,75,1.8,3.1,4.8,1.5,1.2,0.7,0.7,2,1,0,8.2,4.5
Tim Duncan,SAS,39,77,53,24,28.9,5.4,10.6,51.2,0,0.1,28.6,3,4,74,2.2,6.9,9.1,3,1.7,0.8,2,2.1,33,1,13.9,4
Tim Frazier,POR,24,11,3,8,21.8,1.9,5.5,34.4,0.5,1.5,29.4,0.9,1.9,47.6,0.5,2,2.5,5.5,2.3,0.7,0,2.4,1,0,5.2,-0.5
Tim Hardaway Jr.,NYK,23,70,16,54,24,4,10.2,38.9,1.7,5.1,34.2,1.8,2.2,80.1,0.2,2.1,2.2,1.8,1.2,0.3,0.2,1.7,0,0,11.5,-5
Timofey Mozgov,CLE,28,81,49,32,25.3,3.9,7,55.5,0,0.1,33.3,1.9,2.7,71.8,2.5,4.8,7.3,0.7,1.4,0.4,1.2,2.8,18,0,9.7,3.2
Tobias Harris,ORL,22,68,20,48,34.8,6.5,14,46.6,1.3,3.5,36.4,2.8,3.6,78.8,1.1,5.3,6.3,1.8,1.7,1,0.5,2,11,0,17.1,-4.3
Toney Douglas,NOP,29,12,7,5,14.7,1.6,4.3,37.3,0.4,1.5,27.8,0.7,1.1,61.5,0.2,1.7,1.8,2,0.8,0.9,0.3,1.7,0,0,4.3,0.7
Tony Allen,MEM,33,63,46,17,26.2,3.6,7.2,49.5,0.2,0.5,34.5,1.3,2,62.7,1.6,2.8,4.4,1.4,1.4,2,0.5,2.6,2,0,8.6,4
Tony Parker,SAS,33,68,48,20,28.7,5.9,12.2,48.6,0.6,1.3,42.7,1.9,2.4,78.3,0.2,1.7,1.9,4.9,2.1,0.6,0,1.6,1,0,14.4,2.9
Tony Snell,CHI,23,72,43,29,19.6,2.2,5.2,42.9,1,2.7,37.1,0.6,0.8,80,0.4,2,2.4,0.9,0.7,0.4,0.2,1.2,1,0,6,0.7
Tony Wroten,PHI,22,30,4,26,29.8,5.8,14.5,40.3,1.2,4.7,26.1,4,6,66.7,0.7,2.1,2.9,5.2,3.8,1.6,0.3,2.4,2,0,16.9,-7.8
Toure Murry,WAS,25,5,3,2,3.6,0.4,1,40,0,0,0,0.4,0.4,100,0.2,0,0.2,0.2,0.8,0.2,0,0.4,0,0,1.2,0
Travis Wear,NYK,24,51,7,44,13.2,1.6,4.1,40.2,0.2,0.6,36.7,0.4,0.5,76.9,0.6,1.5,2.1,0.8,0.7,0.3,0.2,1.1,0,0,3.9,-1.6
Trevor Ariza,HOU,29,82,56,26,35.7,4.5,11.1,40.2,2.4,6.8,35,1.5,1.7,85.3,0.9,4.7,5.6,2.5,1.7,1.9,0.2,2.3,3,0,12.8,2.9
Trevor Booker,UTA,27,79,37,42,19.8,2.9,5.9,48.7,0.4,1.1,34.5,1.1,1.9,58.1,1.8,3.3,5,1.1,1.1,0.5,0.5,1.8,3,0,7.2,0.4
Trey Burke,UTA,22,76,35,41,30.1,4.9,13.2,36.8,1.6,5.1,31.8,1.4,1.9,75.2,0.4,2.3,2.7,4.3,1.6,0.9,0.2,1.6,3,0,12.8,-0.6
Tristan Thompson,CLE,24,82,53,29,26.8,3.3,6,54.7,0,0,0,1.9,3,64.1,3.3,4.7,8,0.5,1,0.4,0.7,2.3,14,0,8.5,2.6
Troy Daniels,CHA,23,47,15,32,8.5,1.3,3.5,37,0.9,2.5,36.4,0.2,0.3,84.6,0.2,0.5,0.7,0.5,0.4,0.1,0,0.9,0,0,3.7,-1.8
Ty Lawson,DEN,27,75,29,46,35.5,5.4,12.3,43.6,0.9,2.7,34.1,3.5,4.8,73,0.6,2.6,3.1,9.6,2.5,1.2,0.1,1.7,28,0,15.2,-0.4
Tyler Ennis,MIL,20,33,11,22,12.5,1.6,4.4,36.1,0.4,1.3,27.9,0.2,0.2,71.4,0.2,0.8,1.1,2.2,1.3,0.5,0.2,1.1,0,0,3.7,-1.9
Tyler Hansbrough,TOR,29,74,45,29,14.3,1.2,2.2,52.1,0,0.1,14.3,1.3,1.9,69.8,1.4,2.1,3.6,0.3,0.3,0.4,0.2,1.9,2,0,3.6,2.6
Tyler Johnson,MIA,23,32,15,17,18.8,2.2,5.2,41.9,0.6,1.5,37.5,1,1.5,68.1,0.4,2.1,2.5,1.3,0.9,1,0.3,1.3,1,0,5.9,-2
Tyler Zeller,BOS,25,82,40,42,21.1,4.1,7.5,54.9,0,0,0,1.9,2.3,82.3,1.8,3.9,5.7,1.4,0.9,0.2,0.6,2.5,3,0,10.2,-1.4
Tyreke Evans,NOP,25,79,43,36,34,6.6,14.7,44.7,0.9,2.9,30.4,2.6,3.7,69.4,1,4.2,5.3,6.6,3.1,1.3,0.5,2.5,18,1,16.6,2.1
Tyrus Thomas,MEM,28,2,2,0,3.3,0.5,0.5,100,0,0,0,1,1,100,0,0,0,0.5,0,0,0,0,0,0,2,0.5
Tyson Chandler,DAL,32,75,47,28,30.5,3.9,5.9,66.6,0,0,0,2.5,3.4,72,3.9,7.6,11.5,1.1,1.4,0.6,1.2,2.3,31,0,10.3,3.1
Udonis Haslem,MIA,35,62,31,31,16,1.7,3.9,44.8,0,0.2,20,0.7,1,70.3,1.1,3,4.2,0.7,0.7,0.3,0.2,1.8,3,0,4.2,-2.5
Vander Blue,LAL,22,2,0,2,36.9,4.5,15,30,1,5,20,1,2.5,40,1,3.5,4.5,4,3,1.5,0,2,0,0,11,-19
Victor Claver,POR,26,10,6,4,7.6,0.9,2,45,0.6,1.1,54.5,0,0,0,0.3,1.7,2,0.1,0.4,0.1,0.1,1.2,0,0,2.4,2.1
Victor Oladipo,ORL,23,72,22,50,35.7,6.6,15.1,43.6,1.2,3.4,33.9,3.6,4.4,81.9,0.7,3.5,4.2,4.1,2.8,1.7,0.3,2.6,3,0,17.9,-4.2
Vince Carter,MEM,38,66,45,21,16.5,2,6.2,33.3,1,3.5,29.7,0.7,0.9,78.9,0.4,1.6,2,1.2,0.7,0.7,0.2,1.5,0,0,5.8,0.5
Wayne Ellington,LAL,27,65,18,47,25.8,3.9,9.5,41.2,1.4,3.7,37,0.8,1,81.3,0.5,2.8,3.2,1.6,0.8,0.5,0,1.2,1,0,10,-1.9
Wesley Johnson,LAL,27,76,20,56,29.5,3.8,9.1,41.4,1.2,3.4,35.1,1.2,1.5,80.4,0.9,3.3,4.2,1.6,1.1,0.8,0.6,2.1,3,0,9.9,-4.1
Wesley Matthews,POR,28,60,41,19,33.7,5.6,12.5,44.8,2.9,7.4,38.9,1.8,2.4,75.2,0.6,3.1,3.7,2.3,1.4,1.3,0.2,2.2,0,0,15.9,4.6
Will Barton,DEN,24,58,30,28,17,2.6,6.1,42.5,0.4,1.5,27.1,1.3,1.6,78.7,0.4,2.3,2.8,1.4,1.1,0.8,0.3,1.2,2,0,6.8,-0.5
Will Bynum,WAS,32,7,4,3,9.5,1.4,4.4,32.3,0,1.3,0,0.3,0.6,50,0.3,0.6,0.9,2.6,1.1,0.1,0.1,1.3,0,0,3.1,-7.1
Will Cherry,CLE,24,8,6,2,8.7,0.6,2.4,26.3,0.3,1.1,22.2,0.4,0.8,50,0.1,0.5,0.6,1,0.5,0.8,0.1,1.3,0,0,1.9,-0.9
Willie Green,ORL,33,52,15,37,18.3,2.3,5.9,38.6,0.8,2.3,34.7,0.5,0.7,82.4,0.3,1.3,1.5,1.3,0.9,0.5,0.1,1.6,0,0,5.9,-1.7
Wilson Chandler,DEN,28,78,28,50,31.7,5.4,12.5,42.9,1.8,5.2,34.2,1.4,1.8,77.5,1.2,4.9,6.1,1.7,1.4,0.7,0.4,3,8,0,13.9,-2.8
Xavier Henry,LAL,24,9,1,8,9.5,0.3,1.4,23.1,0,0,0,1.6,2.7,58.3,0.2,0.2,0.4,0.3,0.3,0.3,0,0.7,0,0,2.2,1.6
Zach LaVine,MIN,20,77,15,62,24.7,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,2.5,0.7,0.1,2.1,4,0,10.1,-7
Zach Randolph,MEM,33,71,51,20,32.4,6.4,13.1,48.7,0.1,0.3,35,3.2,4.2,76.5,3.2,7.4,10.5,2.2,2.2,1,0.2,2.5,38,0,16.1,4.8
Zaza Pachulia,MIL,31,73,34,39,23.7,3.3,7.2,45.4,0,0,0,1.7,2.2,78.8,2.7,4.2,6.8,2.4,1.8,1.1,0.3,2.3,15,0,8.3,3.6
Zoran Dragic,MIA,26,16,6,10,4.7,0.7,1.9,36.7,0.2,0.9,21.4,0.2,0.3,60,0.3,0.2,0.5,0.3,0.3,0.1,0,0.4,0,0,1.8,-0.9
